Station, Fav, StationName, HydStatus, Prov, Latitude(Degrees), Longitude(Degrees), DrainageArea(km≤), Years, From, To, Reg., Flow, Level, Sed, OperSched, RealTime, RHBN, Region, Datum, Operator
01BG001, , CASCAPEDIA (PETITE RIVIERE) EN AMONT DU PONT, Discontinued, QC,48.1892,-65.8119,1390,21,1961,1981, , True, , , Continuous, , , QUEBEC CITY, ARBITRAIRE, MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
01BG002, , BONAVENTURE (RIVIERE) EN AMONT DU PONT, Discontinued, QC,48.1,-65.4617,2150,19,1965,1983, , True, , , Continuous, , , QUEBEC CITY, ARBITRAIRE, MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
01BG003, , CASCAPEDIA (RIVIERE) EN AVAL DU LAC CASCAPEDIA, Discontinued, QC,48.6664,-66.1894,1480,14,1966,1979, , True, , , Continuous, , , QUEBEC CITY, ARBITRAIRE, MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
01BG004, , CASCAPEDIA (RIVIERE) EN AMONT DE LA RIVIERE ANGERS, Discontinued, QC,48.3178,-65.9725,2400,5,1968,1972, , True, , , Continuous, , , QUEBEC CITY, ARBITRAIRE, MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
01BG005, , CASCAPEDIA (RIVIERE) EN AVAL DU RUISSEAU BERRY, Active, QC,48.6283,-66.1681,1680,36,1978,2013, , True, , , Continuous, True, , QUEBEC CITY, ARBITRAIRE, MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
01BG006, , BASTIEN (RUISSEAU) EN AMONT DU PONT, Discontinued, QC,48.1097,-66.1269,12.4,3,1969,1971, , True, , , Continuous, , , QUEBEC CITY, ARBITRAIRE, MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
01BG007, , CHALEURS (BAIE DES) A CARLETON, Discontinued, QC,48.0903,-66.1161, ,2,1969,1970, , , True, , Continuous, , , QUEBEC CITY, ARBITRAIRE, MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
01BG008, , CASCAPEDIA (PETITE RIVIERE) A SAINT-EDGAR, Active, QC,48.2308,-65.735,1340,22,1980,2001, , True, , , Continuous, True, , QUEBEC CITY, ARBITRAIRE, MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
01BG009, , BONAVENTURE (RIVIERE) EN AMONT DU RUISSEAU CREUX, Active, QC,48.1861,-65.5586,1910,32,1982,2013, , True, , , Continuous, True, , QUEBEC CITY, , MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
01BG010, , CASCAPEDIA (PETITE RIVIERE) A 0.9 KM RIVE DROITE AVAL  PONT-ROUTE A SAINT-EDGAR, Discontinued, QC,48.2323,-65.7341,1340,5,2005,2011, , , True, , Continuous, , , QUEBEC CITY, , MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
01BH001, , DARTMOUTH (RIVIERE) PRES DE CORTEREAL, Discontinued, QC,48.9331,-64.6356,748,25,1945,1969, , True, , , Continuous, , , QUEBEC CITY, ARBITRAIRE, MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
01BH002, , YORK (RIVIERE) A SUNNY BANK, Discontinued, QC,48.8342,-64.625,1010,37,1945,1981, , True, , , Continuous, , , QUEBEC CITY, ARBITRAIRE, MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
01BH003, , PORPHYRE (RUISSEAU), Discontinued, QC,48.9458,-65.4894,30.2,2,1953,1954, , True, , , Seasonal, , , QUEBEC CITY, ARBITRAIRE, MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
01BH005, , DARTMOUTH (RIVIERE) EN AMONT DU RUISSEAU DU PAS DE DAME, Active, QC,48.9797,-64.6986,645,35,1970,2013, , True, True, , Continuous, True, True, QUEBEC CITY, ARBITRAIRE, MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
01BH007, , GRANDE-RIVIERE OUEST (LA), Discontinued, QC,48.4778,-64.5286,534,26,1972,1997, , True, , , Continuous, , , QUEBEC CITY, ARBITRAIRE, MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
01BH008, , SAINT-JEAN (RIVIERE), Discontinued, QC,48.7717,-64.5214,1090,11,1979,1989, , True, , , Seasonal, , , QUEBEC CITY, ARBITRAIRE, MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
01BH009, , YORK RIVIERE) EN AMONT DU RUISSEAU D'ARGENT, Discontinued, QC,48.8317,-64.685,972,2,1979,1980, , True, , , Continuous, , , QUEBEC CITY, ARBITRAIRE, MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
01BH010, , YORK (RIVIERE) A 1 4 KM EN AVAL DU RUISSEAU DINNER ISLAND, Active, QC,48.8067,-64.9211,659,25,1980,2013, , True, True, , Continuous, True, , QUEBEC CITY, ARBITRAIRE, MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
01BH011, , YORK (RIVIERE) EN AVAL DU RUISSEAU DES ETROITS, Discontinued, QC,48.7983,-64.9478,637,2,1988,1989, , True, , , Continuous, , , QUEBEC CITY, , MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
01BH012, , SAINT-JEAN (RIVIERE) EN AMONT DU PONT-ROUTE 132, Discontinued, QC,48.7689,-64.515,1090,12,1990,2001, , True, , , Seasonal, , , QUEBEC CITY, , MINISTERE DE L'ENVIRONNEMENT DU QUEBEC
01BJ001, , TETAGOUCHE RIVER NEAR WEST BATHURST, Discontinued, NB,47.6558,-65.6936,363,57,1922,1995, , True, , , Continuous, , , DARTMOUTH, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
01BJ002, , EEL RIVER AT EEL RIVER CROSSING, Discontinued, NB,48.0131,-66.4233,100,2,1962,1963, , True, , , Continuous, , , DARTMOUTH, , 
01BJ003, , JACQUET RIVER NEAR DURHAM CENTRE, Active, NB,47.8938,-66.0252,510,55,1964,2018, , True, True, , Continuous, True, True, DARTMOUTH, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
01BJ004, , EEL RIVER NEAR EEL RIVER CROSSING, Discontinued, NB,48.0144,-66.4383,88.6,17,1967,1983, , True, , , Continuous, , , DARTMOUTH, ASSUMED DATUM, 
01BJ006, , LITTLE RIVER AT CARROLL'S FARM, Discontinued, NB,47.5675,-65.7019, ,5,1975,1979, True, True, , , Seasonal, , , DARTMOUTH, ASSUMED DATUM, 
01BJ007, , RESTIGOUCHE RIVER ABOVE RAFTING GROUND BROOK, Active, NB,47.9087,-66.9481,7740,51,1968,2018, , True, True, , Continuous, True, , DARTMOUTH, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
01BJ008, , MILLSTREAM RIVER AT ROBERTVILLE, Discontinued, NB,47.7022,-65.7764,105,4,1969,1972, , True, , , Seasonal, , , DARTMOUTH, , 
01BJ009, , WALKER BROOK AT CAMPBELLTON, Discontinued, NB,47.9881,-66.6969,60.8,14,1980,1993, True, True, , , Continuous, , , DARTMOUTH, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
01BJ010, , MIDDLE RIVER NEAR BATHURST, Active, NB,47.6084,-65.7218,217,38,1981,2018, , True, True, , Continuous, True, , DARTMOUTH, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
01BJ011, , NIGADOO RIVER NEAR ALCIDA, Discontinued, NB,47.74,-65.8128,123,13,1981,1993, , True, , , Continuous, , , DARTMOUTH, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
01BJ012, , EEL RIVER NEAR DUNDEE, Active, NB,47.9879,-66.4906,43.2,35,1984,2018, , True, True, , Continuous, True, , DARTMOUTH, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
01BK001, , NEPISIGUIT RIVER AT BATHURST MINES, Discontinued, NB,47.3889,-65.8272,1810,4,1918,1921, , True, , , Continuous, , , DARTMOUTH, , 
01BK002, , NEPISIGUIT RIVER AT NEPISIGUIT NARROWS, Discontinued, NB,47.3619,-65.845,1790,3,1922,1924, , True, , , Miscellaneous, , , DARTMOUTH, , 
01BK003, , NEPISIGUIT RIVER AT NEPISIGUIT FALLS, Discontinued, NB,47.4067,-65.795,1840,85,1921,2005, True, True, , , Continuous, , , DARTMOUTH, ASSUMED DATUM, NEW BRUNSWICK ELECTRIC POWER COMMISSION
01BK004, , NEPISIGUIT RIVER NEAR PABINEAU FALLS, Discontinued, NB,47.4944,-65.6806,2090,18,1957,1974, True, True, , , Continuous, , , DARTMOUTH, ASSUMED DATUM, 
01BK005, , FORTY MILE BROOK AT CARIBOU DEPOT, Discontinued, NB,47.5678,-66.285,14.2,4,1981,1984, True, True, , , Continuous, , , DARTMOUTH, ASSUMED DATUM, 
01BK006, , FORTY MILE BROOK (WEST BRANCH) AT CARIBOU DEPOT, Discontinued, NB,47.5594,-66.2783,13,9,1981,1989, , True, , , Continuous, , , DARTMOUTH, ASSUMED DATUM, 
01BL001, , BASS RIVER AT BASS RIVER, Discontinued, NB,47.65,-65.5778,175,27,1965,1991, , True, , , Continuous, , , DARTMOUTH, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
01BL002, , RIVIERE CARAQUET AT BURNSVILLE, Active, NB,47.7056,-65.1554,173,50,1969,2018, , True, True, , Continuous, True, True, DARTMOUTH, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
01BL003, , BIG TRACADIE RIVER AT MURCHY BRIDGE CROSSING, Active, NB,47.4358,-65.1061,383,49,1970,2018, , True, True, , Continuous, True, , DARTMOUTH, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
01BO001, , SOUTHWEST MIRAMICHI RIVER AT BLACKVILLE, Active, NB,46.736,-65.8256,5050,76,1918,2018, , True, True, True, Continuous, True, True, DARTMOUTH, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
01BO002, , RENOUS RIVER AT MCGRAW BROOK, Discontinued, NB,46.8214,-66.1147,611,31,1965,1995, , True, , True, Continuous, , , DARTMOUTH, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
01BO003, , BARNABY RIVER BELOW SEMIWAGAN RIVER, Discontinued, NB,46.8886,-65.5956,484,23,1973,1995, , True, , True, Continuous, , , DARTMOUTH, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
01BO004, , BARTIBOG RIVER BELOW HIGHWAY NO. 8, Discontinued, NB,47.1908,-65.3975,316,16,1978,1993, , True, , , Continuous, , , DARTMOUTH, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
01BP001, , LITTLE SOUTHWEST MIRAMICHI RIVER AT LYTTLETON, Active, NB,46.936,-65.9074,1340,68,1951,2018, , True, True, True, Continuous, True, True, DARTMOUTH, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
01BP002, , CATAMARAN BROOK AT REPAP ROAD BRIDGE, Active, NB,46.8566,-66.1901,28.7,30,1989,2018, , True, True, , Continuous, True, , DARTMOUTH, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
01BQ001, , NORTHWEST MIRAMICHI RIVER AT TROUT BROOK, Active, NB,47.0947,-65.8365,948,58,1961,2018, , True, True, True, Continuous, True, True, DARTMOUTH, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
01BQ002, , LITTLE SOUTH BRANCH TOMOGONOPS RIVER AT FRESH WATER POND, Discontinued, NB,47.2953,-66.065, ,13,1967,1993, True, True, , , Continuous, , , DARTMOUTH, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
01BQ003, , LITTLE SOUTH BRANCH TOMOGONOPS RIVER BELOW B PIT, Discontinued, NB,47.2911,-66.0428, ,24,1969,1995, True, True, , , Continuous, , , DARTMOUTH, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
01BQ006, , SOUTH BRANCH TOMOGONOPS RIVER NEAR HEATH STEEL MINES, Discontinued, NB,47.2547,-65.9672, ,16,1969,1995, True, True, , , Continuous, , , DARTMOUTH, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
01BQ007, , TOMOGONOPS RIVER AT THE MOUTH, Discontinued, NB,47.2331,-65.8361,158,8,1972,1979, True, True, , , Continuous, , , DARTMOUTH, ASSUMED DATUM, 
01BR001, , KOUCHIBOUGUAC RIVER NEAR VAUTOUR, Discontinued, NB,46.7433,-65.2047,177,31,1930,1995, , True, , , Continuous, , , DARTMOUTH, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
01BS001, , COAL BRANCH RIVER AT BEERSVILLE, Active, NB,46.4439,-65.0649,166,55,1964,2018, , True, True, True, Continuous, True, True, DARTMOUTH, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
01BT001, , KINNEAR RIVER NEAR HAUTE-ABOUJAGANE, Discontinued, NB,46.1528,-64.385,32.1,9,1985,1993, , True, , , Continuous, , , DARTMOUTH, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
01BU001, , PETITCODIAC RIVER NEAR SALISBURY, Discontinued, NB,46.0167,-65.0667,746,2,1928,1929, , True, , , Seasonal, , , DARTMOUTH, , 
01BU002, , PETITCODIAC RIVER NEAR PETITCODIAC, Active, NB,45.9464,-65.1682,391,58,1961,2018, , True, True, True, Continuous, True, True, DARTMOUTH, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
01BU003, , TURTLE CREEK AT TURTLE CREEK, Discontinued, NB,45.9595,-64.878,129,49,1962,2010, , True, , , Continuous, , , DARTMOUTH, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
01BU004, , PALMERS CREEK NEAR DORCHESTER, Discontinued, NB,45.8872,-64.5164,34.2,20,1966,1985, , True, , True, Continuous, , , DARTMOUTH, ASSUMED DATUM, 
01BU005, , HAYWARD BROOK SITE NO. 1 NEAR PETITCODIAC, Discontinued, NB,45.8653,-65.1581,4.3,4,1995,1998, , True, , , Continuous, , , DARTMOUTH, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
01BU006, , HAYWARD BROOK SITE NO. 4 NEAR PETITCODIAC, Discontinued, NB,45.8781,-65.1806,1.37,4,1995,1998, , True, , , Continuous, , , DARTMOUTH, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
01BU007, , HAYWARD BROOK SITE NO. 5 NEAR PETITCODIAC, Discontinued, NB,45.8714,-65.185,6.49,7,1995,2001, , True, , , Continuous, , , DARTMOUTH, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
01BU008, , HAYWARD BROOK SITE NO. 6 NEAR PETITCODIAC, Discontinued, NB,45.8731,-65.1878,2.34,7,1995,2001, , True, , , Continuous, , , DARTMOUTH, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
01BU009, , HOLMES BROOK SITE NO. 9 NEAR PETITCODIAC, Active, NB,45.8879,-65.1468,6.2,23,1995,2017, , True, True, , Continuous, True, , DARTMOUTH, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
01BU013, , PETITCODIAC RIVER ABOVE TURTLE CREEK, Discontinued, NB,46.0481,-64.8961, ,6,1999,2004, True, , True, , Continuous, , , DARTMOUTH, GEODETIC SURVEY OF CANADA DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
01BU014, , PETITCODIAC RIVER AT DOVER, Discontinued, NB,45.99,-64.6833, ,2,2003,2004, True, , True, , Continuous, , , DARTMOUTH, GEODETIC SURVEY OF CANADA DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
01BU015, , PETITCODIAC RIVER NEAR BEAUMONT, Discontinued, NB,45.8714,-64.5664, ,2,2003,2004, True, , True, , Continuous, , , DARTMOUTH, GEODETIC SURVEY OF CANADA DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
01BV001, , MISPEC STREAM AT BLACK RIVER ROAD CROSSING, Discontinued, NB,45.2703,-65.8953,137,3,1918,1920, , True, , , Seasonal, , , DARTMOUTH, , 
01BV002, , KINNIE BROOK AT FUNDY NATIONAL PARK, Discontinued, NB,45.6117,-64.9633,6.48,2,1957,1958, , True, , , Continuous, , , DARTMOUTH, ASSUMED DATUM, 
01BV003, , UPPER SALMON RIVER AT ALMA, Discontinued, NB,45.61,-64.9583,181,2,1957,1958, , True, , , Seasonal, , , DARTMOUTH, ASSUMED DATUM, 
01BV004, , BLACK RIVER AT GARNET SETTLEMENT, Active, NB,45.3066,-65.8492,40.4,33,1960,2019, , True, True, , Seasonal, True, , DARTMOUTH, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
01BV005, , RATCLIFFE BROOK BELOW OTTER LAKE, Discontinued, NB,45.3678,-65.8117,29.3,12,1960,1971, , True, , , Continuous, , , DARTMOUTH, ASSUMED DATUM, 
01BV006, , POINT WOLFE RIVER AT FUNDY NATIONAL PARK, Active, NB,45.5586,-65.016,130,55,1964,2019, , True, True, , Continuous, True, True, DARTMOUTH, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
01BV007, , UPPER SALMON RIVER NEAR ALMA, Discontinued, NB,45.6111,-64.9561,181,13,1967,1979, , True, , , Continuous, , , DARTMOUTH, ASSUMED DATUM, 
01BV008, , BIG SALMON RIVER NEAR ST. MARTINS, Discontinued, NB,45.4242,-65.4117,287,10,1970,1979, , True, , , Continuous, , , DARTMOUTH, ASSUMED DATUM, 
01BV009, , IMPOUNDMENT B AT NEW HORTON, Discontinued, NB,45.6975,-64.6947,0.5,4,1991,1994, , True, , , Continuous, , , DARTMOUTH, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
01BV010, , DICKSON BROOK AT FUNDY NATIONAL PARK, Discontinued, NB,45.5914,-64.9571,8.81,6,2005,2010, , True, , , Continuous, , , DARTMOUTH, GEODETIC SURVEY OF CANADA DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
01CA001, , CARRUTHERS BROOK NEAR HOWLAN, Discontinued, PE,46.7353,-64.225,38.8,4,1919,1922, True, True, , , Continuous, , , DARTMOUTH, ASSUMED DATUM, 
01CA002, , TROUT RIVER NEAR TYNE VALLEY, Discontinued, PE,46.5633,-63.94,22.1,4,1919,1922, , True, , , Continuous, , , DARTMOUTH, ASSUMED DATUM, 
01CA003, , CARRUTHERS BROOK NEAR ST. ANTHONY, Active, PE,46.7441,-64.187,46.8,58,1961,2018, , True, True, , Continuous, True, True, DARTMOUTH, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
01CA004, , SMELT CREEK NEAR ELLERSLIE, Discontinued, PE,46.6017,-63.9372,17.3,13,1967,1979, , True, , True, Continuous, , , DARTMOUTH, ASSUMED DATUM, 
01CA005, , MIMINEGASH RIVER AT ST. LAWRENCE, Discontinued, PE,46.8483,-64.1978,31.8,3,1992,1994, , True, , , Continuous, , , DARTMOUTH, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
01CB001, , DUNK RIVER AT ROGERS MILL, Discontinued, PE,46.3422,-63.6111,98.6,15,1919,1933, True, True, , , Continuous, , , DARTMOUTH, ASSUMED DATUM, 
01CB002, , DUNK RIVER AT WALL ROAD, Active, PE,46.3459,-63.6333,114,58,1961,2018, True, True, True, True, Continuous, True, , DARTMOUTH, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
01CB003, , PLAT RIVER AT SHERBROOKE, Discontinued, PE,46.4233,-63.7772,4.51,13,1970,1982, True, True, , , Continuous, , , DARTMOUTH, ASSUMED DATUM, 
01CB004, , WILMOT RIVER NEAR WILMOT VALLEY, Active, PE,46.3933,-63.6594,45.4,47,1972,2018, True, True, True, True, Continuous, True, True, DARTMOUTH, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
01CB005, , NORTH BROOK NEAR WALL ROAD, Discontinued, PE,46.3469,-63.6328,12.9,17,1971,1987, , True, , True, Continuous, , , DARTMOUTH, ASSUMED DATUM, 
01CB006, , EMERALD BROOK NEAR EMERALD, Discontinued, PE,46.3594,-63.5581,5.59,19,1974,1992, , True, , True, Continuous, , , DARTMOUTH, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
01CB007, , EAST BRANCH DUNK RIVER AT ELLIOTT, Discontinued, PE,46.3631,-63.4633,10.7,2,1974,1975, , True, , True, Seasonal, , , DARTMOUTH, ASSUMED DATUM, 
01CB008, , DUNK RIVER NEAR BREADALBANE, Discontinued, PE,46.3517,-63.4883,19.8,2,1974,1975, , True, , True, Seasonal, , , DARTMOUTH, ASSUMED DATUM, 
01CB009, , DUNK RIVER AT MCKENNA'S BRIDGE, Discontinued, PE,46.3525,-63.5422,53.1,2,1974,1975, , True, , True, Seasonal, , , DARTMOUTH, ASSUMED DATUM, 
01CB010, , DAMES BROOK NEAR NEWTON, Discontinued, PE,46.3469,-63.5553,16.2,2,1974,1975, , True, , True, Seasonal, , , DARTMOUTH, ASSUMED DATUM, 
01CB011, , DUNK RIVER ABOVE SCALES POND, Discontinued, PE,46.3486,-63.5778,80.6,1,1974,1974, , , , True, Seasonal, , , DARTMOUTH, ASSUMED DATUM, 
01CB012, , ELMO RIVER NEAR SCALES POND, Discontinued, PE,46.3386,-63.5978,7.9,2,1974,1975, , True, , True, Seasonal, , , DARTMOUTH, ASSUMED DATUM, 
01CB013, , DUNK RIVER BELOW SCALES POND, Discontinued, PE,46.3433,-63.6111,98.6,1,1974,1974, True, True, , True, Seasonal, , , DARTMOUTH, ASSUMED DATUM, 
01CB014, , SOUTHWEST BROOK NEAR MIDDLETON, Discontinued, PE,46.3347,-63.6342,23.4,2,1974,1975, , True, , True, Seasonal, , , DARTMOUTH, ASSUMED DATUM, 
01CB015, , CAPE TRAVERSE RIVER AT CARLETON, Discontinued, PE,46.2567,-63.6556,6.89,2,1991,1992, , True, , , Continuous, , , DARTMOUTH, , WATER SURVEY OF CANADA (DOE) (CANADA)
01CB018, , BARBARA WEIT STREAM AT CAVENDISH FARM, Active, PE,46.4275,-63.6804,11.6,2,2017,2018, , True, True, , Continuous, True, , DARTMOUTH, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
01CC001, , HUNTER RIVER AT HUNTER RIVER, Discontinued, PE,46.3597,-63.3458,41.5,4,1919,1922, True, True, , , Continuous, , , DARTMOUTH, ASSUMED DATUM, 
01CC002, , WINTER RIVER NEAR SUFFOLK, Active, PE,46.3321,-63.0655,37.5,52,1967,2018, True, True, True, , Continuous, True, , DARTMOUTH, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
01CC003, , WINTER RIVER AT BRACKLEY WELLS PUMPING STATION, Discontinued, PE,46.315,-63.1467,4.92,23,1968,1990, True, True, , , Continuous, , , DARTMOUTH, ASSUMED DATUM, 
01CC004, , WRIGHTS CREEK NEAR AVONLEA ROAD, Discontinued, PE,46.2758,-63.1119,2.41,4,1976,1979, , True, , , Continuous, , , DARTMOUTH, ASSUMED DATUM, 
01CC005, , WEST RIVER AT RIVERDALE, Active, PE,46.2314,-63.3511,70.1,33,1986,2018, , True, True, , Continuous, True, , DARTMOUTH, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
01CC006, , CLYDE RIVER NEAR CLYDE RIVER, Discontinued, PE,46.2356,-63.2608,26.8,9,1986,1994, , True, , , Miscellaneous, , , DARTMOUTH, , WATER SURVEY OF CANADA (DOE) (CANADA)
01CC007, , CLARKS CREEK AT AUGUSTUS, Discontinued, PE,46.3203,-62.8839,39.8,2,1990,1991, , True, , , Seasonal, , , DARTMOUTH, , WATER SURVEY OF CANADA (DOE) (CANADA)
01CC008, , GLEN FINNAN RIVER AT TARANTUM, Discontinued, PE,46.2875,-62.9519,24,2,1990,1991, , True, , , Seasonal, , , DARTMOUTH, , WATER SURVEY OF CANADA (DOE) (CANADA)
01CC009, , HORNES CREEK AT MARSHFIELD, Discontinued, PE,46.2972,-63.0781,5.9,2,1990,1991, , True, , , Seasonal, , , DARTMOUTH, , WATER SURVEY OF CANADA (DOE) (CANADA)
01CC010, , WINTER RIVER AT UNION, Active, PE,46.3148,-63.1234,16.8,27,1992,2018, True, True, True, , Continuous, True, , DARTMOUTH, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
01CC011, , COLES CREEK AT MILTONVALE PUMPING STATION, Active, PE,46.3102,-63.1949,6.91,4,2015,2018, , True, True, , Continuous, True, , DARTMOUTH, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
01CD001, , MORELL RIVER AT MORELL, Discontinued, PE,46.3283,-62.6992,133,3,1919,1921, True, True, , , Seasonal, , , DARTMOUTH, ASSUMED DATUM, 
01CD002, , MORELL RIVER AT PEAKES ROAD, Discontinued, PE,46.3175,-62.6994,129,23,1961,1995, True, True, , , Continuous, , , DARTMOUTH, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
01CD003, , MORELL RIVER AT BANGOR, Discontinued, PE,46.3611,-62.7006,147,29,1964,1992, True, True, , , Continuous, , , DARTMOUTH, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
01CD004, , BOUGHTON RIVER NEAR UPTON, Discontinued, PE,46.3419,-62.5314,22.9,2,1988,1989, , True, , , Miscellaneous, , , DARTMOUTH, ASSUMED DATUM, 
01CD005, , BEAR RIVER AT ST. MARGARETS, Active, PE,46.4531,-62.3823,14.8,24,1995,2018, , True, True, , Continuous, True, , DARTMOUTH, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
01CE001, , VERNON RIVER AT GLENCO ROAD CROSSING, Discontinued, PE,46.1994,-62.8233,16.8,15,1919,1933, , True, , , Continuous, , , DARTMOUTH, ASSUMED DATUM, 
01CE002, , MONTAGUE RIVER (NORTH BRANCH) ABOVE MONTAGUE POWERHOUSE, Discontinued, PE,46.1494,-62.6972,49.6,15,1919,1933, True, True, , , Continuous, , , DARTMOUTH, ASSUMED DATUM, 
01CE003, , BRUDENELL RIVER NEAR BRUDENELL, Discontinued, PE,46.2006,-62.6494,36,15,1965,1979, , True, , True, Continuous, , , DARTMOUTH, ASSUMED DATUM, 
01CE004, , BRUDENELL RIVER AT BRUDENELL, Discontinued, PE,46.2019,-62.6564,33.1,17,1979,1995, , True, , True, Continuous, , , DARTMOUTH, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
01CE005, , MONTAGUE RIVER NEAR HEAD OF MONTAGUE, Discontinued, PE,46.1553,-62.7261,44.4,8,1987,1994, , True, , , Miscellaneous, , , DARTMOUTH, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
01CE006, , CARDIGAN RIVER ABOVE CARDIGAN, Discontinued, PE,46.2383,-62.6564,21.4,2,1988,1989, , True, , , Miscellaneous, , , DARTMOUTH, ASSUMED DATUM, 
01DA001, , METEGHAN RIVER NEAR METEGHAN RIVER, Discontinued, NS,44.2161,-66.1172,167,36,1964,1999, True, True, , , Continuous, , , DARTMOUTH, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
01DB001, , SISSIBOO RIVER NEAR WEYMOUTH, Discontinued, NS,44.4197,-65.9069,596,2,1915,1916, True, True, , , Seasonal, , , DARTMOUTH, ASSUMED DATUM, 
01DB002, , BEAR RIVER EAST BRANCH AT BEAR RIVER, Discontinued, NS,44.5667,-65.6333,193,37,1915,1951, , True, , , Continuous, , , DARTMOUTH, ASSUMED DATUM, 
01DC001, , ALLAIN RIVER AT LEQUILLE, Discontinued, NS,44.7236,-65.4925,148,5,1915,1919, True, True, , , Continuous, , , DARTMOUTH, ASSUMED DATUM, 
